,Unnamed: 0_x,Incident ID,Incident Date,Incident_year,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Unnamed: 0_y,Date,Year,Month,Day,DayOfWeek,Decade,Quarter,DayOfYear,WeekOfYear,DayName,MonthName,IsWeekend,IsHoliday
159,159,168786,2014-08-03,2014,Missouri,Saint Louis,5200 block of Thekla ,0,5,0,0,0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
160,160,169326,2014-08-04,2014,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,0,0,0,215,2014-08-04,2014,8,4,0,2010,3,216,32,Monday,August,False,False
161,161,170704,2014-08-06,2014,California,Bakersfield,1700 block of Quincy Street ,3,1,0,0,0,217,2014-08-06,2014,8,6,2,2010,3,218,32,Wednesday,August,False,False
162,162,173786,2014-08-08,2014,Washington,Washington,2nd St NE and Todd Pl NE,0,4,0,0,0,219,2014-08-08,2014,8,8,4,2010,3,220,32,Friday,August,False,False
163,163,171823,2014-08-08,2014,New Mexico,Albuquerque,3426 Vassar NE,1,3,0,0,0,219,2014-08-08,2014,8,8,4,2010,3,220,32,Friday,August,False,False
164,164,171778,2014-08-08,2014,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0,4,0,0,0,219,2014-08-08,2014,8,8,4,2010,3,220,32,Friday,August,False,False
165,165,171802,2014-08-09,2014,Minnesota,Minneapolis,400 3rd Ave N,1,8,0,0,0,220,2014-08-09,2014,8,9,5,2010,3,221,32,Saturday,August,True,False
166,166,172304,2014-08-10,2014,Louisiana,New Orleans,5400 block of Burgundy St,2,5,0,0,2,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
167,167,172205,2014-08-10,2014,Washington,Washington,50 block of N St SW,0,6,0,0,0,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
168,168,172288,2014-08-10,2014,Georgia,Wrightsville,2455 Idylwild Dr,0,6,0,0,0,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
169,169,172180,2014-08-10,2014,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,0,0,0,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
170,170,173369,2014-08-12,2014,New York,Buffalo,Oakmont Ave,1,3,0,0,0,223,2014-08-12,2014,8,12,1,2010,3,224,33,Tuesday,August,False,False
171,171,173628,2014-08-12,2014,Georgia,Cartersville,Brent Cir,1,3,1,0,0,223,2014-08-12,2014,8,12,1,2010,3,224,33,Tuesday,August,False,False
172,172,174544,2014-08-13,2014,Tennessee,Clarksville,Treeland Drive,0,4,0,0,0,224,2014-08-13,2014,8,13,2,2010,3,225,33,Wednesday,August,False,False
173,173,175767,2014-08-13,2014,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4,0,0,0,224,2014-08-13,2014,8,13,2,2010,3,225,33,Wednesday,August,False,False
174,174,174560,2014-08-14,2014,Tennessee,Memphis,797 Pope Street,1,3,0,0,0,225,2014-08-14,2014,8,14,3,2010,3,226,33,Thursday,August,False,False
175,175,175788,2014-08-16,2014,Utah,Salt Lake City,122 Pierpont Avenue,0,6,0,0,0,227,2014-08-16,2014,8,16,5,2010,3,228,33,Saturday,August,True,False
176,176,175779,2014-08-16,2014,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1,3,0,0,0,227,2014-08-16,2014,8,16,5,2010,3,228,33,Saturday,August,True,False
177,177,177770,2014-08-17,2014,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3,0,0,0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
178,178,175943,2014-08-17,2014,Massachusetts,Boston,Edinboro Street,0,4,0,0,0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
179,179,175911,2014-08-17,2014,New York,Queens,153-38 118th Ave,0,4,0,0,0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
180,180,175839,2014-08-17,2014,Nevada,Las Vegas,Owens Avenue and H Street,0,4,0,0,0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
181,181,178006,2014-08-18,2014,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4,0,0,0,229,2014-08-18,2014,8,18,0,2010,3,230,34,Monday,August,False,False
182,182,178425,2014-08-20,2014,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5,0,0,0,231,2014-08-20,2014,8,20,2,2010,3,232,34,Wednesday,August,False,False
183,183,180007,2014-08-24,2014,California,San Fernando,1400 block of Celis Street,4,5,0,0,1,235,2014-08-24,2014,8,24,6,2010,3,236,34,Sunday,August,True,False
184,184,180018,2014-08-24,2014,Illinois,Chicago,8300 block of South Halsted Street,1,3,0,0,0,235,2014-08-24,2014,8,24,6,2010,3,236,34,Sunday,August,True,False
185,185,180580,2014-08-24,2014,Georgia,Augusta,1013 Carrie Street,1,3,0,0,0,235,2014-08-24,2014,8,24,6,2010,3,236,34,Sunday,August,True,False
186,186,181947,2014-08-27,2014,Michigan,Detroit,16600 block of Edmore,1,3,0,0,0,238,2014-08-27,2014,8,27,2,2010,3,239,35,Wednesday,August,False,False
187,187,182974,2014-08-29,2014,Florida,Brooksville,820 Peach St,3,1,0,0,0,240,2014-08-29,2014,8,29,4,2010,3,241,35,Friday,August,False,False
188,188,183432,2014-08-31,2014,California,Livermore,200 block of South Q Street ,0,5,0,0,0,242,2014-08-31,2014,8,31,6,2010,3,243,35,Sunday,August,True,False
189,189,185196,2014-09-02,2014,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,0,0,0,244,2014-09-02,2014,9,2,1,2010,3,245,36,Tuesday,September,False,False
190,190,184507,2014-09-02,2014,California,Highland,25000 block of Fifth Street ,0,5,0,0,0,244,2014-09-02,2014,9,2,1,2010,3,245,36,Tuesday,September,False,False
191,191,185430,2014-09-03,2014,California,Los Angeles,East 27th and Stanford ,0,6,0,0,0,245,2014-09-03,2014,9,3,2,2010,3,246,36,Wednesday,September,False,False
192,192,185393,2014-09-04,2014,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,0,0,0,246,2014-09-04,2014,9,4,3,2010,3,247,36,Thursday,September,False,False
193,193,188332,2014-09-06,2014,Florida,Orlando,2015 Orange Blossom Trail,0,4,0,0,0,248,2014-09-06,2014,9,6,5,2010,3,249,36,Saturday,September,True,False
194,194,186488,2014-09-06,2014,Georgia,Macon,576 Poplar Street,0,5,0,0,0,248,2014-09-06,2014,9,6,5,2010,3,249,36,Saturday,September,True,False
195,195,189562,2014-09-11,2014,Michigan,Detroit,14000 block of Patton,1,7,0,0,0,253,2014-09-11,2014,9,11,3,2010,3,254,37,Thursday,September,False,False
196,196,190874,2014-09-14,2014,Texas,Flour Bluff,229 Naval Air Station Drive,3,1,0,0,0,256,2014-09-14,2014,9,14,6,2010,3,257,37,Sunday,September,True,False
197,197,2172621,2014-09-14,2014,Texas,Corpus Christi,229 NAS Dr,3,1,0,0,1,256,2014-09-14,2014,9,14,6,2010,3,257,37,Sunday,September,True,False
198,198,190599,2014-09-14,2014,Alaska,Anchorage,225 E Fifth,0,6,0,0,0,256,2014-09-14,2014,9,14,6,2010,3,257,37,Sunday,September,True,False
199,199,191416,2014-09-15,2014,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,0,0,0,257,2014-09-15,2014,9,15,0,2010,3,258,38,Monday,September,False,False
200,200,192851,2014-09-18,2014,Florida,Bell,2550 NW 29th Terrace,7,0,1,0,0,260,2014-09-18,2014,9,18,3,2010,3,261,38,Thursday,September,False,False
201,201,193570,2014-09-19,2014,New York,Queens,32-14 106th St,0,4,0,0,0,261,2014-09-19,2014,9,19,4,2010,3,262,38,Friday,September,False,False
202,202,193960,2014-09-20,2014,Mississippi,Batesville,8297 Curtis Rd,2,2,0,0,0,262,2014-09-20,2014,9,20,5,2010,3,263,38,Saturday,September,True,False
203,203,194945,2014-09-21,2014,Ohio,East Liverpool,440 First St,0,4,0,0,0,263,2014-09-21,2014,9,21,6,2010,3,264,38,Sunday,September,True,False
204,204,198064,2014-09-26,2014,South Carolina,Florence,650 Turner Rd,1,4,0,0,2,268,2014-09-26,2014,9,26,4,2010,3,269,39,Friday,September,False,False
205,205,197287,2014-09-27,2014,Missouri,Saint Louis,2000 block East John Avenue,0,5,0,0,0,269,2014-09-27,2014,9,27,5,2010,3,270,39,Saturday,September,True,False
206,206,197416,2014-09-28,2014,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4,0,0,0,270,2014-09-28,2014,9,28,6,2010,3,271,39,Sunday,September,True,False
207,207,197384,2014-09-28,2014,Florida,Miami,NW 7th Ave and NW 64th St,0,15,0,0,0,270,2014-09-28,2014,9,28,6,2010,3,271,39,Sunday,September,True,False
208,208,198051,2014-09-29,2014,South Carolina,Walterboro,29 Sandy Dam Lane,1,6,0,1,2,271,2014-09-29,2014,9,29,0,2010,3,272,40,Monday,September,False,False
209,209,198527,2014-09-29,2014,California,Fresno,2300 block of West Fountain Way ,0,4,0,0,0,271,2014-09-29,2014,9,29,0,2010,3,272,40,Monday,September,False,False
210,210,201648,2014-10-04,2014,Tennessee,Memphis,1400 block of Gherald Street,2,2,0,0,0,276,2014-10-04,2014,10,4,5,2010,4,277,40,Saturday,October,True,False
211,211,201502,2014-10-04,2014,California,Pomona,1925 West Holt Avenue ,0,4,0,0,0,276,2014-10-04,2014,10,4,5,2010,4,277,40,Saturday,October,True,False
212,212,201052,2014-10-05,2014,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,0,0,0,277,2014-10-05,2014,10,5,6,2010,4,278,40,Sunday,October,True,False
213,213,201630,2014-10-05,2014,Florida,Jacksonville,7300 block of Linda Drive,3,1,0,0,0,277,2014-10-05,2014,10,5,6,2010,4,278,40,Sunday,October,True,False
214,214,202981,2014-10-08,2014,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4,0,0,0,280,2014-10-08,2014,10,8,2,2010,4,281,41,Wednesday,October,False,False
215,215,204254,2014-10-08,2014,New York,Guilderland,1846 Western Ave,4,0,0,0,0,280,2014-10-08,2014,10,8,2,2010,4,281,41,Wednesday,October,False,False
216,216,204236,2014-10-11,2014,New York,Utica,222 Bleecker Street,0,4,0,1,1,283,2014-10-11,2014,10,11,5,2010,4,284,41,Saturday,October,True,False
217,217,204310,2014-10-12,2014,California,Stockton,1100 block of East March Lane,3,1,0,0,0,284,2014-10-12,2014,10,12,6,2010,4,285,41,Sunday,October,True,False
218,218,204477,2014-10-12,2014,Georgia,Atlanta,Arthur Langford Jr Place,1,3,0,0,0,284,2014-10-12,2014,10,12,6,2010,4,285,41,Sunday,October,True,False
219,219,205298,2014-10-13,2014,Georgia,Atlanta,85 Mount Zion Road,0,4,0,0,0,285,2014-10-13,2014,10,13,0,2010,4,286,42,Monday,October,False,False
220,220,205726,2014-10-14,2014,Georgia,Peachtree Corners,6505 Bannor Lane,2,2,1,0,0,286,2014-10-14,2014,10,14,1,2010,4,287,42,Tuesday,October,False,False
221,221,206303,2014-10-16,2014,Michigan,Detroit,Mogul Street,1,3,0,0,1,288,2014-10-16,2014,10,16,3,2010,4,289,42,Thursday,October,False,False
222,222,209134,2014-10-18,2014,New York,Queens,33-02 Queens Blvd,0,4,0,0,1,290,2014-10-18,2014,10,18,5,2010,4,291,42,Saturday,October,True,False
223,223,207145,2014-10-18,2014,South Carolina,Graniteville,192 Breezy Hill Road,1,3,0,0,0,290,2014-10-18,2014,10,18,5,2010,4,291,42,Saturday,October,True,False
224,224,207687,2014-10-18,2014,New York,Brooklyn,Lenox Road,0,4,0,0,0,290,2014-10-18,2014,10,18,5,2010,4,291,42,Saturday,October,True,False
225,225,210363,2014-10-24,2014,Washington,Marysville,5611 108th St NE,4,1,1,0,0,296,2014-10-24,2014,10,24,4,2010,4,297,43,Friday,October,False,False
226,226,211348,2014-10-26,2014,Kentucky,Cadiz,1410 Old Dover Road,4,0,0,0,1,298,2014-10-26,2014,10,26,6,2010,4,299,43,Sunday,October,True,False
227,227,212884,2014-10-29,2014,Tennessee,Memphis,Yale Road and Ramill Road,0,5,0,0,0,301,2014-10-29,2014,10,29,2,2010,4,302,44,Wednesday,October,False,False
228,228,216533,2014-11-05,2014,California,San Francisco,1100 block of Alabama Street ,0,4,0,0,0,308,2014-11-05,2014,11,5,2,2010,4,309,45,Wednesday,November,False,False
229,229,218054,2014-11-07,2014,California,Los Angeles,East 126th Street and North Compton Avenue,0,4,0,0,0,310,2014-11-07,2014,11,7,4,2010,4,311,45,Friday,November,False,False
230,230,217401,2014-11-07,2014,California,Compton,136th Street ,0,4,0,0,0,310,2014-11-07,2014,11,7,4,2010,4,311,45,Friday,November,False,False
231,231,217831,2014-11-08,2014,California,Pomona,499 E. Arrow Highway,0,5,0,0,0,311,2014-11-08,2014,11,8,5,2010,4,312,45,Saturday,November,True,False
232,232,221347,2014-11-15,2014,Missouri,Springfield,2555 N. Glenstone,4,0,0,0,1,318,2014-11-15,2014,11,15,5,2010,4,319,46,Saturday,November,True,False
233,233,221577,2014-11-15,2014,Florida,Miami,NW 55th and 12th,1,3,0,0,0,318,2014-11-15,2014,11,15,5,2010,4,319,46,Saturday,November,True,False
234,234,221554,2014-11-16,2014,Ohio,Akron,1891 E Market St,1,4,0,0,1,319,2014-11-16,2014,11,16,6,2010,4,320,46,Sunday,November,True,False
235,235,224746,2014-11-16,2014,Texas,El Paso,115 S. Durango,0,5,0,1,0,319,2014-11-16,2014,11,16,6,2010,4,320,46,Sunday,November,True,False
236,236,222393,2014-11-18,2014,Nevada,North Las Vegas,Englestad Street,0,4,0,0,0,321,2014-11-18,2014,11,18,1,2010,4,322,47,Tuesday,November,False,False
237,237,222792,2014-11-19,2014,Illinois,Chicago,700 block of North St. Louis Avenue,1,3,0,0,0,322,2014-11-19,2014,11,19,2,2010,4,323,47,Wednesday,November,False,False
238,238,223582,2014-11-21,2014,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,0,0,0,324,2014-11-21,2014,11,21,4,2010,4,325,47,Friday,November,False,False
239,239,223651,2014-11-22,2014,Ohio,Cleveland,1443 E 92nd St,4,1,0,0,1,325,2014-11-22,2014,11,22,5,2010,4,326,47,Saturday,November,True,False
240,240,223799,2014-11-22,2014,South Dakota,Sisseton,Fourth Avenue,3,1,1,0,0,325,2014-11-22,2014,11,22,5,2010,4,326,47,Saturday,November,True,False
241,241,223729,2014-11-22,2014,Ohio,Springfield,Clifton Avenue and Rice Street,1,3,0,0,0,325,2014-11-22,2014,11,22,5,2010,4,326,47,Saturday,November,True,False
242,242,224362,2014-11-23,2014,Virginia,Parksley,Parksley Road,0,4,0,0,0,326,2014-11-23,2014,11,23,6,2010,4,327,47,Sunday,November,True,False
243,243,224131,2014-11-23,2014,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,0,0,0,326,2014-11-23,2014,11,23,6,2010,4,327,47,Sunday,November,True,False
244,244,225036,2014-11-26,2014,California,San Francisco,Mission and 13th streets,0,6,0,0,0,329,2014-11-26,2014,11,26,2,2010,4,330,48,Wednesday,November,False,False
245,245,226018,2014-11-27,2014,Texas,Georgetown,Pvt Rd 934,2,3,0,0,0,330,2014-11-27,2014,11,27,3,2010,4,331,48,Thursday,November,False,False
246,246,225830,2014-11-28,2014,Tennessee,Memphis,1849 East Brooks Road ,0,4,0,0,0,331,2014-11-28,2014,11,28,4,2010,4,332,48,Friday,November,False,False
247,247,226150,2014-11-29,2014,New Jersey,Newark,348 S Orange Ave,1,3,0,0,0,332,2014-11-29,2014,11,29,5,2010,4,333,48,Saturday,November,True,False
248,248,225903,2014-11-29,2014,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,0,0,0,332,2014-11-29,2014,11,29,5,2010,4,333,48,Saturday,November,True,False
249,249,226534,2014-11-30,2014,Tennessee,Chattanooga,2412 East 13th Street ,0,5,0,0,0,333,2014-11-30,2014,11,30,6,2010,4,334,48,Sunday,November,True,False
250,250,226388,2014-11-30,2014,New York,Brooklyn,375 Remsen Avenue,0,4,0,0,0,333,2014-11-30,2014,11,30,6,2010,4,334,48,Sunday,November,True,False
251,251,227011,2014-12-02,2014,Missouri,Saint Louis,6000 block of Virginia Avenue,1,3,0,2,0,335,2014-12-02,2014,12,2,1,2010,4,336,49,Tuesday,December,False,False
252,252,226983,2014-12-02,2014,Virginia,Newport News,6128 Jefferson Ave ,0,5,0,0,0,335,2014-12-02,2014,12,2,1,2010,4,336,49,Tuesday,December,False,False
253,253,259935,2014-12-07,2014,Indiana,South Bend,16000 block of Roosevelt Road,0,4,0,0,0,340,2014-12-07,2014,12,7,6,2010,4,341,49,Sunday,December,True,False
254,254,262202,2014-12-12,2014,Oregon,Portland,717 North Killingsworth Court,0,4,0,0,3,345,2014-12-12,2014,12,12,4,2010,4,346,50,Friday,December,False,False
255,255,263382,2014-12-13,2014,Florida,Tampa,810 E. Skagway Ave.,0,5,0,0,0,346,2014-12-13,2014,12,13,5,2010,4,347,50,Saturday,December,True,False
256,256,263376,2014-12-14,2014,Florida,Miami,1311 Northwest 2nd Avenue,1,4,0,0,0,347,2014-12-14,2014,12,14,6,2010,4,348,50,Sunday,December,True,False
257,257,263556,2014-12-15,2014,Pennsylvania,Lansdale,100 block of West 5th St,6,0,1,0,0,348,2014-12-15,2014,12,15,0,2010,4,349,51,Monday,December,False,False
258,258,264901,2014-12-16,2014,New Jersey,Elizabeth,Anna Street,0,4,0,0,0,349,2014-12-16,2014,12,16,1,2010,4,350,51,Tuesday,December,False,False
259,259,266407,2014-12-20,2014,Illinois,Rockford,3200 block of Montrose Avenue,4,0,0,0,1,353,2014-12-20,2014,12,20,5,2010,4,354,51,Saturday,December,True,False
260,260,266570,2014-12-21,2014,Florida,Sarasota,4034 N Washington Blvd,2,2,0,0,0,354,2014-12-21,2014,12,21,6,2010,4,355,51,Sunday,December,True,False
261,261,268910,2014-12-21,2014,Mississippi,Waynesboro,Central Avenue,1,4,0,0,2,354,2014-12-21,2014,12,21,6,2010,4,355,51,Sunday,December,True,False
262,262,266424,2014-12-21,2014,Illinois,Calumet City,600 block of Escanba,1,8,0,0,0,354,2014-12-21,2014,12,21,6,2010,4,355,51,Sunday,December,True,False
263,263,268282,2014-12-22,2014,Michigan,Detroit,Charlevoix and Philip,1,3,0,0,0,355,2014-12-22,2014,12,22,0,2010,4,356,52,Monday,December,False,False
264,264,282186,2014-12-22,2014,New York,Webster,191 Lake Rd,3,2,1,0,0,355,2014-12-22,2014,12,22,0,2010,4,356,52,Monday,December,False,False
265,265,267721,2014-12-22,2014,Illinois,Chicago,5700 block of South Green Street,0,5,0,0,0,355,2014-12-22,2014,12,22,0,2010,4,356,52,Monday,December,False,False
266,266,267792,2014-12-23,2014,Kentucky,Winchester,260 Oxford Dr,1,3,0,0,2,356,2014-12-23,2014,12,23,1,2010,4,357,52,Tuesday,December,False,False
267,267,268598,2014-12-24,2014,Missouri,Saint Louis,18th and Pine,1,3,0,0,0,357,2014-12-24,2014,12,24,2,2010,4,358,52,Wednesday,December,False,False
268,268,269167,2014-12-26,2014,Illinois,East St. Louis,2500 block of Summit Avenue,1,3,0,0,0,359,2014-12-26,2014,12,26,4,2010,4,360,52,Friday,December,False,False
269,269,269679,2014-12-27,2014,California,Los Angeles,8800 block of South Figueroa Street,1,3,0,0,0,360,2014-12-27,2014,12,27,5,2010,4,361,52,Saturday,December,True,False
270,270,270036,2014-12-27,2014,California,Sacramento,4000 block of May Street,0,4,0,0,0,360,2014-12-27,2014,12,27,5,2010,4,361,52,Saturday,December,True,False
271,271,271363,2014-12-29,2014,Louisiana,New Orleans,Poydras and Bolivar,0,4,0,0,0,362,2014-12-29,2014,12,29,0,2010,4,363,1,Monday,December,False,False
272,272,476321,2015-12-31,2015,Louisiana,New Orleans,1900 block of Amelia Street,0,5,0,1,1,729,2015-12-31,2015,12,31,3,2010,4,365,53,Thursday,December,False,False
273,273,473882,2015-12-27,2015,Tennessee,Jackson,North Parkway,0,4,0,0,0,725,2015-12-27,2015,12,27,6,2010,4,361,52,Sunday,December,True,False
274,274,472268,2015-12-26,2015,Pennsylvania,Philadelphia,4210 Macalester St,0,4,0,0,2,724,2015-12-26,2015,12,26,5,2010,4,360,52,Saturday,December,True,False
275,275,471867,2015-12-25,2015,Florida,Jacksonville,Franklin and Odessa,0,4,0,0,0,723,2015-12-25,2015,12,25,4,2010,4,359,52,Friday,December,False,False
276,276,471860,2015-12-25,2015,Alabama,Mobile,785 Schillinger Rd S,0,4,0,0,0,723,2015-12-25,2015,12,25,4,2010,4,359,52,Friday,December,False,False
277,277,469468,2015-12-21,2015,California,San Leandro,14600 block of East 14th Street,0,4,0,0,2,719,2015-12-21,2015,12,21,0,2010,4,355,52,Monday,December,False,False
278,278,468968,2015-12-20,2015,North Carolina,Wilmington,11th and Castle Street,1,4,0,0,0,718,2015-12-20,2015,12,20,6,2010,4,354,51,Sunday,December,True,False
279,279,469614,2015-12-20,2015,Florida,North Miami Beach,NE 167th St and NE 6th Ave,0,4,0,0,0,718,2015-12-20,2015,12,20,6,2010,4,354,51,Sunday,December,True,False
280,280,468787,2015-12-19,2015,Florida,Miami,21630 SW 120th Ave,1,4,0,0,0,717,2015-12-19,2015,12,19,5,2010,4,353,51,Saturday,December,True,False
281,281,464665,2015-12-13,2015,California,Los Angeles,5550 S. Flower Street,1,3,0,0,0,711,2015-12-13,2015,12,13,6,2010,4,347,50,Sunday,December,True,False
282,282,464945,2015-12-13,2015,California,Huntington Beach,17000 block of Keelson Lane,0,4,0,0,0,711,2015-12-13,2015,12,13,6,2010,4,347,50,Sunday,December,True,False
283,283,465117,2015-12-12,2015,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3,0,0,1,710,2015-12-12,2015,12,12,5,2010,4,346,50,Saturday,December,True,False
284,284,464002,2015-12-12,2015,Georgia,Savannah,Whitaker Street,0,4,0,0,1,710,2015-12-12,2015,12,12,5,2010,4,346,50,Saturday,December,True,False
285,285,463642,2015-12-11,2015,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3,0,0,0,709,2015-12-11,2015,12,11,4,2010,4,345,50,Friday,December,False,False
286,286,463734,2015-12-11,2015,Pennsylvania,Pittsburgh,1222 Brownsville Rd,0,4,0,0,0,709,2015-12-11,2015,12,11,4,2010,4,345,50,Friday,December,False,False
287,287,461476,2015-12-08,2015,Ohio,Cincinnati,2300 block of Baltimore Ave,1,3,0,0,1,706,2015-12-08,2015,12,8,1,2010,4,342,50,Tuesday,December,False,False
288,288,460049,2015-12-06,2015,Louisiana,Raceland,Market Street,1,3,0,0,2,704,2015-12-06,2015,12,6,6,2010,4,340,49,Sunday,December,True,False
289,289,460386,2015-12-06,2015,Nebraska,Omaha,North 108th Street and Military Road,2,3,0,0,1,704,2015-12-06,2015,12,6,6,2010,4,340,49,Sunday,December,True,False
290,290,456893,2015-12-02,2015,California,San Bernardino,1365 South Waterman Ave,14,19,2,0,0,700,2015-12-02,2015,12,2,2,2010,4,336,49,Wednesday,December,False,False
291,291,457037,2015-12-02,2015,Georgia,Savannah,100 block of West 33rd Street,1,3,0,0,0,700,2015-12-02,2015,12,2,2,2010,4,336,49,Wednesday,December,False,False
292,292,455394,2015-11-29,2015,Illinois,Kankakee,648 E Court St,0,5,0,0,0,697,2015-11-29,2015,11,29,6,2010,4,333,48,Sunday,November,True,False
293,293,454059,2015-11-27,2015,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,0,0,1,695,2015-11-27,2015,11,27,4,2010,4,331,48,Friday,November,False,False
294,294,455684,2015-11-27,2015,California,Sacramento,7900 block of Florin Road,2,2,0,0,0,695,2015-11-27,2015,11,27,4,2010,4,331,48,Friday,November,False,False
295,295,454788,2015-11-24,2015,South Carolina,Conway,1321 Colletta Ct,0,4,0,0,0,692,2015-11-24,2015,11,24,1,2010,4,328,48,Tuesday,November,False,False
296,296,452120,2015-11-23,2015,Minnesota,Minneapolis,Morgan Avenue North,0,5,0,0,4,691,2015-11-23,2015,11,23,0,2010,4,327,48,Monday,November,False,False
297,297,452007,2015-11-23,2015,Ohio,Columbus,90 block of S Terrace Ave,3,1,1,0,0,691,2015-11-23,2015,11,23,0,2010,4,327,48,Monday,November,False,False
298,298,451305,2015-11-22,2015,New York,Newburgh,203 Broadway,0,5,0,0,0,690,2015-11-22,2015,11,22,6,2010,4,326,47,Sunday,November,True,False
