,Unnamed: 0_x,Incident ID,Incident Date,Incident_year,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Unnamed: 0_y,Date,Year,Month,Day,DayOfWeek,Decade,Quarter,DayOfYear,WeekOfYear,DayName,MonthName,IsWeekend,IsHoliday
996,996,1012704,2017-12-21,2017,Louisiana,Lafayette,1500 block of N University Avenue,0,4,0,0,0,1450,2017-12-21,2017,12,21,3,2010,4,355,51,Thursday,December,False,False
997,997,1011953,2017-12-21,2017,Pennsylvania,Philadelphia,6600 block of Dorel St,0,0,1,3,0,1450,2017-12-21,2017,12,21,3,2010,4,355,51,Thursday,December,False,False
998,998,1009629,2017-12-16,2017,Mississippi,Mc Cool (Mccool),Ferguson Rd,0,4,0,0,1,1445,2017-12-16,2017,12,16,5,2010,4,350,50,Saturday,December,True,False
999,999,1008310,2017-12-15,2017,California,Pacoima,13041 Jouett Street,0,5,0,0,0,1444,2017-12-15,2017,12,15,4,2010,4,349,50,Friday,December,False,False
1000,1000,1007054,2017-12-13,2017,Ohio,Columbus,200 block of E Barthman Ave,1,3,0,0,0,1442,2017-12-13,2017,12,13,2,2010,4,347,50,Wednesday,December,False,False
1001,1001,1006150,2017-12-12,2017,Kentucky,Louisville,17th and Gallagher Streets,0,4,0,0,3,1441,2017-12-12,2017,12,12,1,2010,4,346,50,Tuesday,December,False,False
1002,1002,1006446,2017-12-12,2017,Texas,Garland,1301 Rivercrest Ln,0,4,0,0,0,1441,2017-12-12,2017,12,12,1,2010,4,346,50,Tuesday,December,False,False
1003,1003,1004454,2017-12-09,2017,Massachusetts,Boston,Proctor St,0,4,0,0,1,1438,2017-12-09,2017,12,9,5,2010,4,343,49,Saturday,December,True,False
1004,1004,1002514,2017-12-06,2017,Illinois,Chicago,4620 N Broadway,0,4,0,0,0,1435,2017-12-06,2017,12,6,2,2010,4,340,49,Wednesday,December,False,False
1005,1005,1001566,2017-12-04,2017,Pennsylvania,Pittsburgh,7200 block of Everton St,2,2,0,0,0,1433,2017-12-04,2017,12,4,0,2010,4,338,49,Monday,December,False,False
1006,1006,1000479,2017-12-03,2017,Tennessee,Memphis,656 Marshall Ave,1,3,0,0,2,1432,2017-12-03,2017,12,3,6,2010,4,337,48,Sunday,December,True,False
1007,1007,999969,2017-12-02,2017,Michigan,Detroit,5200 Woodward Avenue,0,4,0,0,1,1431,2017-12-02,2017,12,2,5,2010,4,336,48,Saturday,December,True,False
1008,1008,998843,2017-11-30,2017,Michigan,Detroit,11000 block of Gunston,1,4,0,0,0,1429,2017-11-30,2017,11,30,3,2010,4,334,48,Thursday,November,False,False
1009,1009,994323,2017-11-24,2017,Mississippi,Brookhaven,119 Martin Street,1,6,0,0,0,1423,2017-11-24,2017,11,24,4,2010,4,328,47,Friday,November,False,False
1010,1010,995015,2017-11-24,2017,Ohio,Cleveland,11618 Buckeye Rd,1,5,0,0,5,1423,2017-11-24,2017,11,24,4,2010,4,328,47,Friday,November,False,False
1011,1011,991017,2017-11-18,2017,Minnesota,Minneapolis,3600 block of N Emerson Ave,0,4,0,0,0,1417,2017-11-18,2017,11,18,5,2010,4,322,46,Saturday,November,True,False
1012,1012,990974,2017-11-17,2017,Louisiana,New Iberia,900 Block of Mississippi St,0,4,0,0,0,1416,2017-11-17,2017,11,17,4,2010,4,321,46,Friday,November,False,False
1013,1013,989838,2017-11-16,2017,Georgia,Columbus,1400 block of 15th Street,0,7,0,0,0,1415,2017-11-16,2017,11,16,3,2010,4,320,46,Thursday,November,False,False
1014,1014,988824,2017-11-14,2017,California,Richmond,900 Block of View Dr,2,2,0,0,0,1413,2017-11-14,2017,11,14,1,2010,4,318,46,Tuesday,November,False,False
1015,1015,987611,2017-11-14,2017,California,Corning,17357 Stagecoach Rd,5,12,1,0,0,1413,2017-11-14,2017,11,14,1,2010,4,318,46,Tuesday,November,False,False
1016,1016,986236,2017-11-12,2017,Indiana,Gary,4601 Melton Rd,0,7,0,0,1,1411,2017-11-12,2017,11,12,6,2010,4,316,45,Sunday,November,True,False
1017,1017,987134,2017-11-12,2017,California,Fresno,S Calvin Ave,0,5,0,0,0,1411,2017-11-12,2017,11,12,6,2010,4,316,45,Sunday,November,True,False
1018,1018,986816,2017-11-12,2017,Georgia,Atlanta,50 Lower Alabama St,2,2,0,0,1,1411,2017-11-12,2017,11,12,6,2010,4,316,45,Sunday,November,True,False
1019,1019,985582,2017-11-11,2017,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,0,0,0,1410,2017-11-11,2017,11,11,5,2010,4,315,45,Saturday,November,True,False
1020,1020,985832,2017-11-11,2017,North Carolina,Fayetteville,2835 Bragg Blvd,1,4,0,1,0,1410,2017-11-11,2017,11,11,5,2010,4,315,45,Saturday,November,True,False
1021,1021,986092,2017-11-11,2017,Louisiana,New Orleans,Forstall St and Burgundy St,1,5,0,0,0,1410,2017-11-11,2017,11,11,5,2010,4,315,45,Saturday,November,True,False
1022,1022,984822,2017-11-10,2017,Ohio,Dayton (Trotwood),193 Olive Rd,0,4,0,0,0,1409,2017-11-10,2017,11,10,4,2010,4,314,45,Friday,November,False,False
1023,1023,984455,2017-11-09,2017,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,0,0,0,1408,2017-11-09,2017,11,9,3,2010,4,313,45,Thursday,November,False,False
1024,1024,980577,2017-11-05,2017,Texas,Sutherland Springs,216 4th St,26,20,1,0,0,1404,2017-11-05,2017,11,5,6,2010,4,309,44,Sunday,November,True,False
1025,1025,980269,2017-11-04,2017,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,0,0,1,1403,2017-11-04,2017,11,4,5,2010,4,308,44,Saturday,November,True,False
1026,1026,980192,2017-11-04,2017,Ohio,Youngstown,2810 Market St,0,4,0,0,0,1403,2017-11-04,2017,11,4,5,2010,4,308,44,Saturday,November,True,False
1027,1027,980060,2017-11-04,2017,California,Santa Monica,1515 Ocean Avenue,1,3,0,0,0,1403,2017-11-04,2017,11,4,5,2010,4,308,44,Saturday,November,True,False
1028,1028,979651,2017-11-03,2017,Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,0,0,1,1402,2017-11-03,2017,11,3,4,2010,4,307,44,Friday,November,False,False
1029,1029,980258,2017-11-03,2017,California,Gardena,E 163rd St and S Main St,0,4,0,0,0,1402,2017-11-03,2017,11,3,4,2010,4,307,44,Friday,November,False,False
1030,1030,980004,2017-11-03,2017,New York,Buffalo,147 Roosevelt Ave,0,4,0,0,0,1402,2017-11-03,2017,11,3,4,2010,4,307,44,Friday,November,False,False
1031,1031,980401,2017-11-03,2017,Louisiana,Lacombe,27600 block of Mirmar Street,0,4,1,0,1,1402,2017-11-03,2017,11,3,4,2010,4,307,44,Friday,November,False,False
1032,1032,975600,2017-10-29,2017,Texas,Austin,5500 block of Ave F,1,3,0,0,1,1397,2017-10-29,2017,10,29,6,2010,4,302,43,Sunday,October,True,False
1033,1033,975817,2017-10-28,2017,Ohio,Toledo,1327 N Huron St,0,4,0,0,0,1396,2017-10-28,2017,10,28,5,2010,4,301,43,Saturday,October,True,False
1034,1034,974704,2017-10-28,2017,Virginia,Petersburg,N Sycamore St and Franklin,1,3,0,0,0,1396,2017-10-28,2017,10,28,5,2010,4,301,43,Saturday,October,True,False
1035,1035,974051,2017-10-27,2017,Kentucky,Louisville,1716 Prentice St,0,6,0,0,0,1395,2017-10-27,2017,10,27,4,2010,4,300,43,Friday,October,False,False
1036,1036,974411,2017-10-27,2017,California,San Francisco,1100 block of Fillmore,0,4,0,0,0,1395,2017-10-27,2017,10,27,4,2010,4,300,43,Friday,October,False,False
1037,1037,966895,2017-10-23,2017,California,Clearlake Oaks,13000 block of Anchor Village,2,3,0,0,1,1391,2017-10-23,2017,10,23,0,2010,4,296,43,Monday,October,False,False
1038,1038,966153,2017-10-22,2017,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,0,0,0,1390,2017-10-22,2017,10,22,6,2010,4,295,42,Sunday,October,True,False
1039,1039,966178,2017-10-22,2017,Alabama,Lanett,1606 19th St Sw,2,7,0,0,2,1390,2017-10-22,2017,10,22,6,2010,4,295,42,Sunday,October,True,False
1040,1040,965066,2017-10-21,2017,Florida,Tampa,400 block of E Nordica St,0,4,0,0,0,1389,2017-10-21,2017,10,21,5,2010,4,294,42,Saturday,October,True,False
1041,1041,965077,2017-10-21,2017,Florida,Jacksonville,164 E Eubanks St,0,4,0,0,0,1389,2017-10-21,2017,10,21,5,2010,4,294,42,Saturday,October,True,False
1042,1042,965756,2017-10-21,2017,Tennessee,Nashville,1277 12th Ave S,0,4,0,0,0,1389,2017-10-21,2017,10,21,5,2010,4,294,42,Saturday,October,True,False
1043,1043,965251,2017-10-21,2017,Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,0,0,0,1389,2017-10-21,2017,10,21,5,2010,4,294,42,Saturday,October,True,False
1044,1044,962359,2017-10-18,2017,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,0,0,1,1386,2017-10-18,2017,10,18,2,2010,4,291,42,Wednesday,October,False,False
1045,1045,962155,2017-10-17,2017,New York,Brooklyn,181 Martense St,0,4,0,0,0,1385,2017-10-17,2017,10,17,1,2010,4,290,42,Tuesday,October,False,False
1046,1046,962623,2017-10-16,2017,Mississippi,Meridian,6010 5th St,1,3,0,0,2,1384,2017-10-16,2017,10,16,0,2010,4,289,42,Monday,October,False,False
1047,1047,960036,2017-10-15,2017,Texas,Houston,6233 Gulfton St,2,2,0,0,0,1383,2017-10-15,2017,10,15,6,2010,4,288,41,Sunday,October,True,False
1048,1048,959126,2017-10-15,2017,Arizona,Phoenix,107th Ave and Camelback Rd,1,3,0,0,0,1383,2017-10-15,2017,10,15,6,2010,4,288,41,Sunday,October,True,False
1049,1049,957980,2017-10-12,2017,California,Aliso Viejo,6 Asbury Ct,2,2,0,0,1,1380,2017-10-12,2017,10,12,3,2010,4,285,41,Thursday,October,False,False
1050,1050,957562,2017-10-11,2017,Ohio,Pedro,15497 SR 93,4,0,0,0,1,1379,2017-10-11,2017,10,11,2,2010,4,284,41,Wednesday,October,False,False
1051,1051,956990,2017-10-10,2017,California,Long Beach,1601 E Anaheim St,2,2,0,0,2,1378,2017-10-10,2017,10,10,1,2010,4,283,41,Tuesday,October,False,False
1052,1052,956942,2017-10-10,2017,California,San Francisco,25th St and Treat Ave,0,4,0,0,0,1378,2017-10-10,2017,10,10,1,2010,4,283,41,Tuesday,October,False,False
1053,1053,955268,2017-10-09,2017,Texas,Houston,3352 Old Spanish Trail,0,5,0,0,0,1377,2017-10-09,2017,10,9,0,2010,4,282,41,Monday,October,False,False
1054,1054,954428,2017-10-07,2017,Arizona,Phoenix,87th Ave and Thomas Rd,0,4,0,0,0,1375,2017-10-07,2017,10,7,5,2010,4,280,40,Saturday,October,True,False
1055,1055,953156,2017-10-06,2017,Illinois,Chicago,8000 block of S Marshfield,0,5,0,0,0,1374,2017-10-06,2017,10,6,4,2010,4,279,40,Friday,October,False,False
1056,1056,952720,2017-10-05,2017,Arizona,Casa Grande,400 block of W 13th Street,4,0,0,0,2,1373,2017-10-05,2017,10,5,3,2010,4,278,40,Thursday,October,False,False
1057,1057,952220,2017-10-03,2017,Florida,Miami,2051 NW 65th St,0,4,0,0,0,1371,2017-10-03,2017,10,3,1,2010,4,276,40,Tuesday,October,False,False
1058,1058,945990,2017-10-01,2017,Kansas,Lawrence,1000 block of Massachusetts St,3,2,0,0,3,1369,2017-10-01,2017,10,1,6,2010,4,274,39,Sunday,October,True,False
1059,1059,946496,2017-10-01,2017,Nevada,Las Vegas,3950 Las Vegas Blvd S,60,439,1,0,0,1369,2017-10-01,2017,10,1,6,2010,4,274,39,Sunday,October,True,False
1060,1060,946138,2017-09-30,2017,Tennessee,Memphis,800 block of Kerr Avenue,1,3,0,0,0,1368,2017-09-30,2017,9,30,5,2010,3,273,39,Saturday,September,True,False
1061,1061,944448,2017-09-28,2017,Louisiana,New Orleans,2001 N Rocheblave St,1,3,0,0,0,1366,2017-09-28,2017,9,28,3,2010,3,271,39,Thursday,September,False,False
1062,1062,942628,2017-09-26,2017,Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,0,0,1,1364,2017-09-26,2017,9,26,1,2010,3,269,39,Tuesday,September,False,False
1063,1063,942522,2017-09-26,2017,Tennessee,Memphis,2531 Chelsea Ave,0,4,0,0,1,1364,2017-09-26,2017,9,26,1,2010,3,269,39,Tuesday,September,False,False
1064,1064,942830,2017-09-26,2017,Maryland,Baltimore,3200 block of Lyndale Ave,2,2,0,0,0,1364,2017-09-26,2017,9,26,1,2010,3,269,39,Tuesday,September,False,False
1065,1065,941144,2017-09-24,2017,Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,0,0,0,1362,2017-09-24,2017,9,24,6,2010,3,267,38,Sunday,September,True,False
1066,1066,940554,2017-09-24,2017,Tennessee,Antioch,3890 Pin Hook Rd,1,7,0,1,1,1362,2017-09-24,2017,9,24,6,2010,3,267,38,Sunday,September,True,False
1067,1067,940644,2017-09-24,2017,New York,Syracuse,1226 E Fayette St,0,4,0,0,0,1362,2017-09-24,2017,9,24,6,2010,3,267,38,Sunday,September,True,False
1068,1068,1974755,2017-09-24,2017,Pennsylvania,Philadelphia,3400 block of H St,0,4,0,0,0,1362,2017-09-24,2017,9,24,6,2010,3,267,38,Sunday,September,True,False
1069,1069,941257,2017-09-24,2017,New Jersey,Mays Landing,6000 block of Hoover Dr,1,3,0,0,1,1362,2017-09-24,2017,9,24,6,2010,3,267,38,Sunday,September,True,False
1070,1070,939834,2017-09-23,2017,California,Bakersfield,818 Real Rd,1,4,0,0,3,1361,2017-09-23,2017,9,23,5,2010,3,266,38,Saturday,September,True,False
1071,1071,940068,2017-09-23,2017,Illinois,Danville,Seminary St and Jackson St,0,5,0,0,0,1361,2017-09-23,2017,9,23,5,2010,3,266,38,Saturday,September,True,False
1072,1072,940142,2017-09-23,2017,Connecticut,Hartford,1164 Albany Ave,2,2,0,0,1,1361,2017-09-23,2017,9,23,5,2010,3,266,38,Saturday,September,True,False
1073,1073,939482,2017-09-20,2017,Indiana,Gary,4300 block of 23rd Ct,0,5,0,0,0,1358,2017-09-20,2017,9,20,2,2010,3,263,38,Wednesday,September,False,False
1074,1074,936028,2017-09-17,2017,Michigan,Detroit,5000 block of Stanton Street,1,3,0,0,0,1355,2017-09-17,2017,9,17,6,2010,3,260,37,Sunday,September,True,False
1075,1075,935928,2017-09-17,2017,Virginia,Petersburg,300 Mistletoe St,1,4,0,0,3,1355,2017-09-17,2017,9,17,6,2010,3,260,37,Sunday,September,True,False
1076,1076,934036,2017-09-16,2017,South Carolina,Columbia,920 Lady Street,0,7,0,1,4,1354,2017-09-16,2017,9,16,5,2010,3,259,37,Saturday,September,True,False
1077,1077,933957,2017-09-15,2017,Illinois,Chicago,4700 block of S Fairfield Ave,4,0,0,0,0,1353,2017-09-15,2017,9,15,4,2010,3,258,37,Friday,September,False,False
1078,1078,932526,2017-09-13,2017,Tennessee,Memphis,1000 block of Morehead St,1,5,0,0,0,1351,2017-09-13,2017,9,13,2,2010,3,256,37,Wednesday,September,False,False
1079,1079,932181,2017-09-13,2017,Washington,Rockford,14626 S Jackson Rd,1,3,0,0,1,1351,2017-09-13,2017,9,13,2,2010,3,256,37,Wednesday,September,False,False
1080,1080,932906,2017-09-13,2017,Pennsylvania,York,400 block of S Duke St,0,4,0,0,0,1351,2017-09-13,2017,9,13,2,2010,3,256,37,Wednesday,September,False,False
1081,1081,932619,2017-09-13,2017,Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,0,0,0,1351,2017-09-13,2017,9,13,2,2010,3,256,37,Wednesday,September,False,False
1082,1082,930569,2017-09-10,2017,Texas,Plano,1712 West Spring Creek Parkway,8,1,1,0,0,1348,2017-09-10,2017,9,10,6,2010,3,253,36,Sunday,September,True,False
1083,1083,930266,2017-09-10,2017,Louisiana,New Orleans,2101 N Claiborne Ave,1,3,0,0,1,1348,2017-09-10,2017,9,10,6,2010,3,253,36,Sunday,September,True,False
1084,1084,931139,2017-09-09,2017,Alabama,Selma,Kings Bend Road,0,4,0,0,0,1347,2017-09-09,2017,9,9,5,2010,3,252,36,Saturday,September,True,False
1085,1085,928380,2017-09-06,2017,Illinois,Chicago,2700 block of Madison,0,4,0,0,0,1344,2017-09-06,2017,9,6,2,2010,3,249,36,Wednesday,September,False,False
1086,1086,927277,2017-09-04,2017,Illinois,Bellwood,1000 block of Bellwood Ave,0,4,0,0,0,1342,2017-09-04,2017,9,4,0,2010,3,247,36,Monday,September,False,False
1087,1087,926766,2017-09-03,2017,California,Inglewood,10100 block of S Firmona Ave,2,3,0,0,1,1341,2017-09-03,2017,9,3,6,2010,3,246,35,Sunday,September,True,False
1088,1088,925809,2017-09-02,2017,Kentucky,Louisville,8008 Watterson Trl,0,4,0,0,2,1340,2017-09-02,2017,9,2,5,2010,3,245,35,Saturday,September,True,False
1089,1089,925436,2017-09-02,2017,Illinois,Chicago,8300 block of S Hermitage,1,3,0,0,0,1340,2017-09-02,2017,9,2,5,2010,3,245,35,Saturday,September,True,False
1090,1090,922184,2017-08-28,2017,New Mexico,Clovis,701 N Main St,2,4,0,0,1,1335,2017-08-28,2017,8,28,0,2010,3,240,35,Monday,August,False,False
1091,1091,921733,2017-08-27,2017,California,Sacramento,7760 24th St,1,4,0,0,3,1334,2017-08-27,2017,8,27,6,2010,3,239,34,Sunday,August,True,False
1092,1092,921653,2017-08-27,2017,Indiana,Evansville,1127 Chestnut St,1,3,0,0,1,1334,2017-08-27,2017,8,27,6,2010,3,239,34,Sunday,August,True,False
1093,1093,921289,2017-08-25,2017,Florida,Gainesville,1600 NE 8th Ave,0,4,0,0,1,1332,2017-08-25,2017,8,25,4,2010,3,237,34,Friday,August,False,False
1094,1094,920513,2017-08-24,2017,Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,0,0,1,1331,2017-08-24,2017,8,24,3,2010,3,236,34,Thursday,August,False,False
1095,1095,918204,2017-08-22,2017,Illinois,Chicago,300 block of N Central Ave,0,4,0,0,0,1329,2017-08-22,2017,8,22,1,2010,3,234,34,Tuesday,August,False,False
1096,1096,917820,2017-08-21,2017,North Carolina,Whitakers,980 Fishing Creek Rd,4,0,0,0,1,1328,2017-08-21,2017,8,21,0,2010,3,233,34,Monday,August,False,False
1097,1097,917793,2017-08-21,2017,New Jersey,Newark,Fabyan Place,0,4,0,0,0,1328,2017-08-21,2017,8,21,0,2010,3,233,34,Monday,August,False,False
1098,1098,918061,2017-08-21,2017,New Jersey,Newark,700 block of S 19th St,1,3,0,0,0,1328,2017-08-21,2017,8,21,0,2010,3,233,34,Monday,August,False,False
1099,1099,917713,2017-08-21,2017,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,0,0,1,1328,2017-08-21,2017,8,21,0,2010,3,233,34,Monday,August,False,False
1100,1100,917838,2017-08-21,2017,Tennessee,Memphis,262 Decatur St,0,4,0,0,0,1328,2017-08-21,2017,8,21,0,2010,3,233,34,Monday,August,False,False
1101,1101,916808,2017-08-20,2017,New York,Brooklyn,100th St and Ave M,0,4,0,0,0,1327,2017-08-20,2017,8,20,6,2010,3,232,33,Sunday,August,True,False
1102,1102,916848,2017-08-20,2017,Illinois,Chicago,11901 S Loomis St,2,5,0,0,0,1327,2017-08-20,2017,8,20,6,2010,3,232,33,Sunday,August,True,False
1103,1103,916551,2017-08-19,2017,Ohio,Cleveland,11143 Superior Ave,1,4,0,0,3,1326,2017-08-19,2017,8,19,5,2010,3,231,33,Saturday,August,True,False
1104,1104,914819,2017-08-16,2017,New York,Wyandanch,Merritt Ave and 15th St,0,4,0,0,0,1323,2017-08-16,2017,8,16,2,2010,3,228,33,Wednesday,August,False,False
1105,1105,913924,2017-08-14,2017,California,North Hollywood,Morrison St and Klump Ave,2,2,0,0,0,1321,2017-08-14,2017,8,14,0,2010,3,226,33,Monday,August,False,False
1106,1106,912805,2017-08-13,2017,Pennsylvania,Philadelphia,39th St and Melon St,0,5,0,0,0,1320,2017-08-13,2017,8,13,6,2010,3,225,32,Sunday,August,True,False
1107,1107,912322,2017-08-13,2017,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,0,0,0,1320,2017-08-13,2017,8,13,6,2010,3,225,32,Sunday,August,True,False
1108,1108,912375,2017-08-13,2017,Virginia,Suffolk,8700 block of Quay Rd,0,4,0,0,0,1320,2017-08-13,2017,8,13,6,2010,3,225,32,Sunday,August,True,False
1109,1109,912093,2017-08-12,2017,Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,0,0,1,1319,2017-08-12,2017,8,12,5,2010,3,224,32,Saturday,August,True,False
1110,1110,909423,2017-08-08,2017,Illinois,Chicago,50 block of E 37th St,1,6,0,0,1,1315,2017-08-08,2017,8,8,1,2010,3,220,32,Tuesday,August,False,False
1111,1111,907555,2017-08-06,2017,New York,Bronx,Wickham Ave,0,6,0,0,1,1313,2017-08-06,2017,8,6,6,2010,3,218,31,Sunday,August,True,False
1112,1112,907546,2017-08-06,2017,New York,Bronx,Unionport Rd,0,4,0,0,0,1313,2017-08-06,2017,8,6,6,2010,3,218,31,Sunday,August,True,False
1113,1113,907857,2017-08-06,2017,California,Oakland,1000 block of 106th Avenue,0,7,0,0,0,1313,2017-08-06,2017,8,6,6,2010,3,218,31,Sunday,August,True,False
1114,1114,907247,2017-08-05,2017,New Jersey,Lakewood,900 block of Brook Road,0,4,0,0,0,1312,2017-08-05,2017,8,5,5,2010,3,217,31,Saturday,August,True,False
1115,1115,907611,2017-08-05,2017,South Carolina,Allendale,300 block of Ellis St,1,3,0,0,0,1312,2017-08-05,2017,8,5,5,2010,3,217,31,Saturday,August,True,False
1116,1116,906568,2017-08-05,2017,Florida,Tallahassee,1939 W Tennessee St,1,3,0,0,0,1312,2017-08-05,2017,8,5,5,2010,3,217,31,Saturday,August,True,False
1117,1117,906509,2017-08-04,2017,Montana,Lodge Grass,200 block of North Helen Street,3,2,0,0,0,1311,2017-08-04,2017,8,4,4,2010,3,216,31,Friday,August,False,False
1118,1118,906126,2017-08-03,2017,Washington,Washington,3426 18th St NE,1,3,0,0,0,1310,2017-08-03,2017,8,3,3,2010,3,215,31,Thursday,August,False,False
1119,1119,904329,2017-08-02,2017,Maryland,Baltimore,900 block of N Broadway,0,4,0,0,0,1309,2017-08-02,2017,8,2,2,2010,3,214,31,Wednesday,August,False,False
1120,1120,903853,2017-08-01,2017,Illinois,Chicago,800 block of N Monticello Ave,0,4,0,0,0,1308,2017-08-01,2017,8,1,1,2010,3,213,31,Tuesday,August,False,False
1121,1121,904106,2017-08-01,2017,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,0,0,1,1308,2017-08-01,2017,8,1,1,2010,3,213,31,Tuesday,August,False,False
1122,1122,904026,2017-08-01,2017,California,Fresno,Mariposa St and A St,0,7,0,0,0,1308,2017-08-01,2017,8,1,1,2010,3,213,31,Tuesday,August,False,False
1123,1123,903090,2017-07-31,2017,Illinois,Decatur,Jasper St and Main St,0,4,0,0,0,1307,2017-07-31,2017,7,31,0,2010,3,212,31,Monday,July,False,False
1124,1124,902187,2017-07-30,2017,Texas,El Paso,1810 George Dieter Dr,1,3,0,0,1,1306,2017-07-30,2017,7,30,6,2010,3,211,30,Sunday,July,True,False
1125,1125,901549,2017-07-30,2017,Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,0,0,1,1306,2017-07-30,2017,7,30,6,2010,3,211,30,Sunday,July,True,False
1126,1126,901083,2017-07-29,2017,New York,Buffalo,200 block of Carl St,1,4,0,0,0,1305,2017-07-29,2017,7,29,5,2010,3,210,30,Saturday,July,True,False
1127,1127,901000,2017-07-29,2017,North Carolina,Salisbury,115 W Fisher St,2,3,0,0,2,1305,2017-07-29,2017,7,29,5,2010,3,210,30,Saturday,July,True,False
1128,1128,900963,2017-07-28,2017,Delaware,Wilmington,400 block of N Washington St,0,4,0,0,0,1304,2017-07-28,2017,7,28,4,2010,3,209,30,Friday,July,False,False
1129,1129,900387,2017-07-27,2017,Illinois,Chicago,2000 block of E 71st St,1,4,0,0,0,1303,2017-07-27,2017,7,27,3,2010,3,208,30,Thursday,July,False,False
1130,1130,898631,2017-07-26,2017,North Carolina,High Point,2111 E. Green Drive,1,6,0,0,0,1302,2017-07-26,2017,7,26,2,2010,3,207,30,Wednesday,July,False,False
1131,1131,898448,2017-07-25,2017,Florida,Jacksonville,1040 Golfair Boulevard,1,3,0,0,2,1301,2017-07-25,2017,7,25,1,2010,3,206,30,Tuesday,July,False,False
1132,1132,896444,2017-07-23,2017,Illinois,Chicago,1500 block of East 82nd St,1,3,0,0,0,1299,2017-07-23,2017,7,23,6,2010,3,204,29,Sunday,July,True,False
1133,1133,896889,2017-07-23,2017,Louisiana,Baton Rouge,10360 Ave H,0,4,0,0,4,1299,2017-07-23,2017,7,23,6,2010,3,204,29,Sunday,July,True,False
1134,1134,896149,2017-07-22,2017,Ohio,Cincinnati,130 E Clifton Ave,0,5,0,0,1,1298,2017-07-22,2017,7,22,5,2010,3,203,29,Saturday,July,True,False
1135,1135,893690,2017-07-19,2017,Virginia,Richmond,2300 block of Bethel St,0,5,0,0,0,1295,2017-07-19,2017,7,19,2,2010,3,200,29,Wednesday,July,False,False
1136,1136,894504,2017-07-19,2017,California,Los Angeles,Imperial Hwy and Broadway,1,3,0,0,0,1295,2017-07-19,2017,7,19,2,2010,3,200,29,Wednesday,July,False,False
1137,1137,893726,2017-07-18,2017,Wisconsin,Milwaukee,3000 block of N 39th St,0,4,0,0,0,1294,2017-07-18,2017,7,18,1,2010,3,199,29,Tuesday,July,False,False
1138,1138,893712,2017-07-18,2017,New Jersey,Trenton,Hewitt St and Division St,1,3,0,0,0,1294,2017-07-18,2017,7,18,1,2010,3,199,29,Tuesday,July,False,False
1139,1139,893752,2017-07-18,2017,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,0,0,0,1294,2017-07-18,2017,7,18,1,2010,3,199,29,Tuesday,July,False,False
1140,1140,891291,2017-07-15,2017,Pennsylvania,Philadelphia,2100 block of  Fitzwater St,1,3,0,0,0,1291,2017-07-15,2017,7,15,5,2010,3,196,28,Saturday,July,True,False
1141,1141,891092,2017-07-15,2017,Illinois,Chicago,12200 block of S Throop St,0,4,0,0,0,1291,2017-07-15,2017,7,15,5,2010,3,196,28,Saturday,July,True,False
1142,1142,886564,2017-07-09,2017,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,0,0,0,1285,2017-07-09,2017,7,9,6,2010,3,190,27,Sunday,July,True,False
1143,1143,886002,2017-07-08,2017,Illinois,Alton,700 block of Oakwood Ave,0,4,0,0,1,1284,2017-07-08,2017,7,8,5,2010,3,189,27,Saturday,July,True,False
1144,1144,886220,2017-07-08,2017,Ohio,Cincinnati,9917 Capstan Dr,1,8,0,0,4,1284,2017-07-08,2017,7,8,5,2010,3,189,27,Saturday,July,True,False
1145,1145,884764,2017-07-06,2017,Mississippi,Meridian,Eighth Ave,0,4,0,0,3,1282,2017-07-06,2017,7,6,3,2010,3,187,27,Thursday,July,False,False
1146,1146,883052,2017-07-05,2017,Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,0,0,1,1281,2017-07-05,2017,7,5,2,2010,3,186,27,Wednesday,July,False,False
1147,1147,883282,2017-07-05,2017,Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,0,0,0,1281,2017-07-05,2017,7,5,2,2010,3,186,27,Wednesday,July,False,False
1148,1148,883058,2017-07-05,2017,Maine,Madison,300 block of Russell Rd,3,1,1,0,0,1281,2017-07-05,2017,7,5,2,2010,3,186,27,Wednesday,July,False,False
