Incident ID,State,City Or County,Address,City,County
156828,Washington,Washington,1909 19th St SE,Washington,
127045,Illinois,Montgomery,1300 block of Jackson St,Montgomery,
127413,Illinois,Chicago,6600 South Michigan Ave,Chicago,
127381,Florida,Tampa,2902 N. 32nd St.,Tampa,
173109,California,Los Angeles,6419 Brynhurst Avenue,Los Angeles,
128871,Tennessee,Memphis,2000 Chelsea Avenue,Memphis,
129730,New York,Troy,Fourth Street,Troy,
130232,Georgia,Kennesaw,1675 Airport Road,Kennesaw,
130933,Illinois,Chicago,7200 South Phillips Avenue,Chicago,
131998,Arkansas,Jonesboro,2201 Moore Rd,Jonesboro,
132405,Texas,Houston,Gears Rd and Trickey Rd,Houston,
132897,Colorado,Wheat Ridge,12100 W 44th,Wheat Ridge,
131697,Illinois,Chicago,500 West Erie Street,Chicago,
156823,California,Sacramento,3031 Guadalajara Way,Sacramento,
134044,Georgia,Stone Mountain,1100 To Lani Farm Road,Stone Mountain,
134052,Georgia,Decatur,Shamrock Dr,Decatur,
134238,Tennessee,Memphis,2517 Shasta,Memphis,
134591,Illinois,Chicago,3400 West 24th Street,Chicago,
134823,Georgia,Atlanta,Panther Trail and Childress Drive,Atlanta,
136567,California,Coachella,84000 block of Pedro Drive,Coachella,
136163,Washington,Washington,2200 block of Adams Pl NE,Washington,
135904,Ohio,Sandusky,1643 Cleveland Rd,Sandusky,
142123,Texas,Dallas,4515 Village Fair Pl,Dallas,
140185,Louisiana,New Orleans,6200 block of Eads Street,New Orleans,
138282,California,Goleta,840 Embarcadero del Norte,Goleta,
138370,California,Bellflower,9541 Flower Street,Bellflower,
138567,Michigan,Detroit,Strathmoor St,Detroit,
138645,South Carolina,Myrtle Beach,104 N Ocean Blvd,Myrtle Beach,
139281,Ohio,Toledo,2100 block of Joffre Avenue,Toledo,
153532,California,San Bernardino,800 block of West Victoria St,San Bernardino,
141792,California,Sacramento,6500 46th Street,Sacramento,
141382,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,Chicago,
142076,Illinois,Chicago,2660 E. 79th St,Chicago,
142818,Georgia,Atlanta,Auburn Avenue,Atlanta,
142822,Illinois,Chicago,4900 West West End Avenue,Chicago,
143979,Michigan,Oak Park,10811 W. Ten Mile Rd.,Oak Park,
143723,South Carolina,Moncks Corner,Tish Lane,Moncks Corner,
144524,Florida,Fort Myers,17372 Phlox Drive,Fort Myers,
144565,Alabama,Opp,611 Hardin Street,Opp,
156245,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,Paterson,
149706,California,Los Angeles,8600 block of South Figueroa Street,Los Angeles,
146565,Indiana,Kokomo,5100 Clinton Drive,Kokomo,
146586,Illinois,Park Forest,200 Berry Street,Park Forest,
157013,Maryland,Seat Pleasant,6600 block of Greig Street,Seat Pleasant,
150344,Tennessee,Memphis,2119 East Alcy Road,Memphis,
149954,Washington,Washington,Florida Ave NW and U St NW,Washington,
154136,California,Windsor,Windsor Avenue,Windsor,
150299,Florida,Miami,Northwest 12th Avenue and 65th Street,Miami,
151475,Massachusetts,Lowell,Midland Street,Lowell,
157018,Michigan,Detroit,Grand St,Detroit,
151659,Wisconsin,Milwaukee,24th and Locust,Milwaukee,
152722,California,San Diego,1600 block of Cathy Street,San Diego,
152960,California,Antioch,5500 Cedar Point Way,Antioch,
153578,New York,Manhattan,Fifth Avenue and West 139th Street,Manhattan,
152468,Louisiana,New Orleans,700 block of Bourbon St,New Orleans,
153648,Missouri,Saint Louis,2800 block of Dayton,,Saint Louis
152693,California,Los Angeles,1100 block of North Vermont Avenue,Los Angeles,
153275,Kentucky,Lexington,Scottsdale Circle,Lexington,
156834,Pennsylvania,Chester,1400 block of West Congress Street,Chester,
154844,Virginia,Norfolk,1722 Thurgood Street,Norfolk,
154971,Oregon,Portland,333 SE 122nd Ave,Portland,
154803,Texas,Houston,1700 Almeda-Genoa,Houston,
154834,Virginia,Norfolk,861 W. 36th Street,Norfolk,
154721,Indiana,Indianapolis,Broad Ripple Avenue,Indianapolis,
158055,Illinois,Centreville,4700 Piggott Avenue,Centreville,
156125,Florida,Miami,NW 20th Ave and NW 62nd St,Miami,
155412,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,,Saint Louis
155755,New York,Buffalo,100 block of Erb Street,Buffalo,
162305,Kentucky,Stopover,KY 194E,,Stopover
155943,California,San Bernardino,312  E Baseline Street ,San Bernardino,
156468,Rhode Island,Providence,35 March Street,Providence,
156670,Texas,Spring,711 Leaflet Ln,Spring,
157580,Illinois,Chicago,5200 West Quincy Street,Chicago,
157857,California,Pasadena,1700 block of Summit Avenue,Pasadena,
159291,Washington,Washington,1700 block of Lincoln Rd NE,Washington,
158387,California,Sacramento,1972 Fulton Ave,Sacramento,
158589,Connecticut,Stamford,84 West Park Place,Stamford,
158306,Washington,Skyway,12600 Renton Avenue South ,,Skyway
160488,Illinois,Chicago,1300 North Mason Avenue,Chicago,
161063,Nevada,Las Vegas,3400 block of N Rancho Dr,Las Vegas,
160998,Illinois,East Saint Louis,5103 block of Bunkum Rd,,East Saint Louis
161302,New Jersey,Irvington,36 Welland Avenue,Irvington,
162008,Tennessee,Memphis,300 block of Foote Park Lane,Memphis,
162687,Pennsylvania,Braddock,700 block of Hickory St,Braddock,
163874,Illinois,Chicago,700 S California Ave,Chicago,
164513,Maine,Saco,35 Water Street,Saco,
166970,Arkansas,Pine Bluff,Third Ave and Redbud St,Pine Bluff,
163930,Georgia,Sylvester,Royal Street,Sylvester,
165089,Missouri,Saint Louis,2000 block of East John Avenue,,Saint Louis
165856,Pennsylvania,Philadelphia,4900 block of North Front Street,Philadelphia,
176329,North Carolina,Hope Mills,5109 New Moon Dr,Hope Mills,
167649,Pennsylvania,Philadelphia,1500 block of South Etting Street,Philadelphia,
167872,Texas,Dallas,5125 Wynell Street,Dallas,
168307,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,Pittsburgh,
168169,Massachusetts,New Bedford,Acushnet Avenue,New Bedford,
168844,Virginia,Culpeper,14458 Rixeyville Rd,Culpeper,
168551,Texas,Humble,3403 FM 1960,Humble,
169024,Tennessee,Columbia,East 9th Street and Bridge Street,Columbia,
168786,Missouri,Saint Louis,5200 block of Thekla ,,Saint Louis
169326,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,Atlanta,
170704,California,Bakersfield,1700 block of Quincy Street ,Bakersfield,
173786,Washington,Washington,2nd St NE and Todd Pl NE,Washington,
171823,New Mexico,Albuquerque,3426 Vassar NE,Albuquerque,
171778,Wisconsin,Milwaukee,3000 block of N. 28th Street ,Milwaukee,
171802,Minnesota,Minneapolis,400 3rd Ave N,Minneapolis,
172304,Louisiana,New Orleans,5400 block of Burgundy St,New Orleans,
172205,Washington,Washington,50 block of N St SW,Washington,
172288,Georgia,Wrightsville,2455 Idylwild Dr,Wrightsville,
172180,California,Moreno Valley,16300 block of Heather Glen Road ,Moreno Valley,
173369,New York,Buffalo,Oakmont Ave,Buffalo,
173628,Georgia,Cartersville,Brent Cir,Cartersville,
174544,Tennessee,Clarksville,Treeland Drive,Clarksville,
175767,Louisiana,New Orleans,New Orleans and North Rocheblave streets,New Orleans,
174560,Tennessee,Memphis,797 Pope Street,Memphis,
175788,Utah,Salt Lake City,122 Pierpont Avenue,Salt Lake City,
175779,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,Plainfield,
177770,California,East Palo Alto,Purdue Street and Georgetown Avenue,East Palo Alto,
175943,Massachusetts,Boston,Edinboro Street,Boston,
175911,New York,Queens,153-38 118th Ave,Queens,
175839,Nevada,Las Vegas,Owens Avenue and H Street,Las Vegas,
178006,Louisiana,Saint Martinville,Main and Hyacinth streets,,Saint Martinville
178425,Tennessee,Memphis,1400 block of Briarcrest Lane,Memphis,
180007,California,San Fernando,1400 block of Celis Street,San Fernando,
180018,Illinois,Chicago,8300 block of South Halsted Street,Chicago,
180580,Georgia,Augusta,1013 Carrie Street,Augusta,
181947,Michigan,Detroit,16600 block of Edmore,Detroit,
182974,Florida,Brooksville,820 Peach St,Brooksville,
183432,California,Livermore,200 block of South Q Street ,Livermore,
185196,Mississippi,Jackson,3622 Medgar Evers Boulevard,Jackson,
184507,California,Highland,25000 block of Fifth Street ,Highland,
185430,California,Los Angeles,East 27th and Stanford ,Los Angeles,
185393,Michigan,Flint,2400 block of Martin Luther King Boulevard,Flint,
188332,Florida,Orlando,2015 Orange Blossom Trail,Orlando,
186488,Georgia,Macon,576 Poplar Street,Macon,
189562,Michigan,Detroit,14000 block of Patton,Detroit,
190874,Texas,Flour Bluff,229 Naval Air Station Drive,,Flour Bluff
2172621,Texas,Corpus Christi,229 NAS Dr,Corpus Christi,
190599,Alaska,Anchorage,225 E Fifth,Anchorage,
191416,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,New Orleans,
192851,Florida,Bell,2550 NW 29th Terrace,Bell,
193570,New York,Queens,32-14 106th St,Queens,
193960,Mississippi,Batesville,8297 Curtis Rd,Batesville,
194945,Ohio,East Liverpool,440 First St,East Liverpool,
198064,South Carolina,Florence,650 Turner Rd,Florence,
197287,Missouri,Saint Louis,2000 block East John Avenue,,Saint Louis
197416,Pennsylvania,Philadelphia,2800 block of Hope Street,Philadelphia,
197384,Florida,Miami,NW 7th Ave and NW 64th St,Miami,
198051,South Carolina,Walterboro,29 Sandy Dam Lane,Walterboro,
198527,California,Fresno,2300 block of West Fountain Way ,Fresno,
201648,Tennessee,Memphis,1400 block of Gherald Street,Memphis,
201502,California,Pomona,1925 West Holt Avenue ,Pomona,
201052,Michigan,Detroit,East 7 Mile Road and Sherwood Street,Detroit,
201630,Florida,Jacksonville,7300 block of Linda Drive,Jacksonville,
202981,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,Atlanta,
204254,New York,Guilderland,1846 Western Ave,,Guilderland
204236,New York,Utica,222 Bleecker Street,Utica,
204310,California,Stockton,1100 block of East March Lane,Stockton,
204477,Georgia,Atlanta,Arthur Langford Jr Place,Atlanta,
205298,Georgia,Atlanta,85 Mount Zion Road,Atlanta,
205726,Georgia,Peachtree Corners,6505 Bannor Lane,Peachtree Corners,
206303,Michigan,Detroit,Mogul Street,Detroit,
209134,New York,Queens,33-02 Queens Blvd,Queens,
207145,South Carolina,Graniteville,192 Breezy Hill Road,Graniteville,
207687,New York,Brooklyn,Lenox Road,Brooklyn,
210363,Washington,Marysville,5611 108th St NE,Marysville,
211348,Kentucky,Cadiz,1410 Old Dover Road,Cadiz,
212884,Tennessee,Memphis,Yale Road and Ramill Road,Memphis,
216533,California,San Francisco,1100 block of Alabama Street ,San Francisco,
218054,California,Los Angeles,East 126th Street and North Compton Avenue,Los Angeles,
217401,California,Compton,136th Street ,Compton,
217831,California,Pomona,499 E. Arrow Highway,Pomona,
221347,Missouri,Springfield,2555 N. Glenstone,Springfield,
221577,Florida,Miami,NW 55th and 12th,Miami,
221554,Ohio,Akron,1891 E Market St,Akron,
224746,Texas,El Paso,115 S. Durango,El Paso,
222393,Nevada,North Las Vegas,Englestad Street,North Las Vegas,
222792,Illinois,Chicago,700 block of North St. Louis Avenue,Chicago,
223582,Pennsylvania,Pittsburgh,600 block of Miller Avenue,Pittsburgh,
223651,Ohio,Cleveland,1443 E 92nd St,Cleveland,
223799,South Dakota,Sisseton,Fourth Avenue,Sisseton,
223729,Ohio,Springfield,Clifton Avenue and Rice Street,Springfield,
224362,Virginia,Parksley,Parksley Road,Parksley,
224131,Colorado,Denver,Federal Boulevard and 16th Avenue,Denver,
225036,California,San Francisco,Mission and 13th streets,San Francisco,
226018,Texas,Georgetown,Pvt Rd 934,Georgetown,
225830,Tennessee,Memphis,1849 East Brooks Road ,Memphis,
226150,New Jersey,Newark,348 S Orange Ave,Newark,
225903,Georgia,Atlanta,1600 block of Richmond Avenue,Atlanta,
226534,Tennessee,Chattanooga,2412 East 13th Street ,Chattanooga,
226388,New York,Brooklyn,375 Remsen Avenue,Brooklyn,
227011,Missouri,Saint Louis,6000 block of Virginia Avenue,,Saint Louis
226983,Virginia,Newport News,6128 Jefferson Ave ,Newport News,
259935,Indiana,South Bend,16000 block of Roosevelt Road,South Bend,
262202,Oregon,Portland,717 North Killingsworth Court,Portland,
263382,Florida,Tampa,810 E. Skagway Ave.,Tampa,
263376,Florida,Miami,1311 Northwest 2nd Avenue,Miami,
263556,Pennsylvania,Lansdale,100 block of West 5th St,Lansdale,
264901,New Jersey,Elizabeth,Anna Street,Elizabeth,
266407,Illinois,Rockford,3200 block of Montrose Avenue,Rockford,
266570,Florida,Sarasota,4034 N Washington Blvd,Sarasota,
268910,Mississippi,Waynesboro,Central Avenue,Waynesboro,
266424,Illinois,Calumet City,600 block of Escanba,Calumet City,
268282,Michigan,Detroit,Charlevoix and Philip,Detroit,
282186,New York,Webster,191 Lake Rd,Webster,
267721,Illinois,Chicago,5700 block of South Green Street,Chicago,
267792,Kentucky,Winchester,260 Oxford Dr,Winchester,
268598,Missouri,Saint Louis,18th and Pine,,Saint Louis
269167,Illinois,East St. Louis,2500 block of Summit Avenue,East St. Louis,
269679,California,Los Angeles,8800 block of South Figueroa Street,Los Angeles,
270036,California,Sacramento,4000 block of May Street,Sacramento,
271363,Louisiana,New Orleans,Poydras and Bolivar,New Orleans,
476321,Louisiana,New Orleans,1900 block of Amelia Street,New Orleans,
473882,Tennessee,Jackson,North Parkway,Jackson,
472268,Pennsylvania,Philadelphia,4210 Macalester St,Philadelphia,
471867,Florida,Jacksonville,Franklin and Odessa,Jacksonville,
471860,Alabama,Mobile,785 Schillinger Rd S,Mobile,
469468,California,San Leandro,14600 block of East 14th Street,San Leandro,
468968,North Carolina,Wilmington,11th and Castle Street,Wilmington,
469614,Florida,North Miami Beach,NE 167th St and NE 6th Ave,North Miami Beach,
468787,Florida,Miami,21630 SW 120th Ave,Miami,
464665,California,Los Angeles,5550 S. Flower Street,Los Angeles,
464945,California,Huntington Beach,17000 block of Keelson Lane,Huntington Beach,
465117,Illinois,Lovejoy (Brooklyn),307 Jefferson St,,Lovejoy (Brooklyn)
464002,Georgia,Savannah,Whitaker Street,Savannah,
463642,Maryland,Baltimore,5100 block of Park Heights Avenue,Baltimore,
463734,Pennsylvania,Pittsburgh,1222 Brownsville Rd,Pittsburgh,
461476,Ohio,Cincinnati,2300 block of Baltimore Ave,Cincinnati,
460049,Louisiana,Raceland,Market Street,Raceland,
460386,Nebraska,Omaha,North 108th Street and Military Road,Omaha,
456893,California,San Bernardino,1365 South Waterman Ave,San Bernardino,
457037,Georgia,Savannah,100 block of West 33rd Street,Savannah,
455394,Illinois,Kankakee,648 E Court St,Kankakee,
454059,Colorado,Colorado Springs,3480 Centennial Blvd,Colorado Springs,
455684,California,Sacramento,7900 block of Florin Road,Sacramento,
454788,South Carolina,Conway,1321 Colletta Ct,Conway,
452120,Minnesota,Minneapolis,Morgan Avenue North,Minneapolis,
452007,Ohio,Columbus,90 block of S Terrace Ave,Columbus,
451305,New York,Newburgh,203 Broadway,Newburgh,
452362,South Carolina,North Charleston,Park Circle,North Charleston,
451349,Illinois,Chicago,4100 block of West Roosevelt,Chicago,
451495,Louisiana,New Orleans,1900 block of Gallier St,New Orleans,
451338,Washington,Seattle,Broadway and Pike,Seattle,
453317,Texas,Brownsville,1800 block of FM 802,Brownsville,
451057,Maryland,Baltimore,Stricker and School,Baltimore,
450505,Pennsylvania,Pittsburgh,Prospect Drive,Pittsburgh,
449814,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,Fresno,
448653,Alabama,Cedar Bluff,1460 County Rd 664,Cedar Bluff,
448419,Texas,Tennessee Colony,800 block of An County Rd 2217,,Tennessee Colony
448286,Pennsylvania,Philadelphia,5600 block of Blakemore St,Philadelphia,
447462,Pennsylvania,Johnstown,1159 Main St,Johnstown,
446996,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,Jacksonville,
444458,Indiana,Indianapolis,400 block of North Beville Ave,Indianapolis,
443821,Iowa,Des Moines,4397 NW 6th Drive,Des Moines,
444168,Michigan,Warren,13859 8 Mile Road,Warren,
443652,Colorado,Denver,Bayaud and Bannock,Denver,
444406,California,Bakersfield,1000 block of Feliz Drive,Bakersfield,
441681,Florida,Jacksonville,Ella Street and Kings Road,Jacksonville,
438651,Louisiana,Houma,400 block of Morgan Street,Houma,
437836,Texas,Fort Worth,1700 block of Southcrest Drive,Fort Worth,
436234,Arizona,Phoenix,Seventh Street and Broadway,Phoenix,
436240,Washington,Washington,4300 block of Wheeler Road SE,Washington,
436202,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,Four Oaks,
436219,South Carolina,Bamberg,682 Dixie Ave.,Bamberg,
435144,Tennessee,Nashville,3500 John A. Merritt Blvd,Nashville,
433146,Illinois,Calumet City,300 Campbell Avenue,Calumet City,
432711,Louisiana,New Orleans,2600 block of Caffin Avenue,New Orleans,
432466,Florida,Fort Myers,2224 First St,Fort Myers,
432072,Indiana,Elkhart,160 Easy Shopping Pl,Elkhart,
429410,Georgia,Decatur,4731 Glenwood Road,Decatur,
428215,Tennessee,Memphis,6135 Mount Moriah Road,Memphis,
428247,North Carolina,Charlotte,1900 block of West Boulevard,Charlotte,
429614,Illinois,Peoria,2405 N Flora,Peoria,
427621,Arizona,Flagstaff,216 E Mountain View Dr,Flagstaff,
426256,Maryland,Baltimore,300 block of North Payson Street,Baltimore,
424224,Maryland,Baltimore,5400 Reisterstown Road,Baltimore,
423223,Oregon,Roseburg,1140 Umpqua College Rd,Roseburg,
422064,Illinois,Chicago,300 block of West 42nd Street,Chicago,
422035,Illinois,Chicago,5300 block of South Aberdeen Street,Chicago,
422020,Ohio,Dayton,1921 Oakridge,Dayton,
421650,Ohio,Cincinnati,1800 block of Hewitt Ave,Cincinnati,
421014,Georgia,Greenville,1140 Hill Haven Road,Greenville,
421358,Illinois,Chicago,5200 block of South Justine,Chicago,
420855,Missouri,Kansas City,1700 E. 18th St.,Kansas City,
426559,Illinois,Danville,1300 block of May Street,Danville,
419718,Illinois,Chicago,5100 block of South Morgan Street,Chicago,
418964,Florida,Fort Myers,Dale St and Veronica S. Shoemaker Blvd,Fort Myers,
419250,Louisiana,Shreveport,2900 block of Peach Street,Shreveport,
419826,Georgia,Norcross,1300 block of Reddington Lane,Norcross,
417013,Oklahoma,Tulsa,Pine and Yale,Tulsa,
417284,Pennsylvania,Philadelphia,900 Pratt St,Philadelphia,
416872,Illinois,Chicago,5700 block of South LaSalle,Chicago,
416812,Indiana,Indianapolis,3900 block of Graceland Ave,Indianapolis,
418318,South Dakota,Geddes,36705 379th Street,Geddes,
415687,Michigan,Albion,500 block of W. Broadwell Street,Albion,
414580,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,Newark,
413001,Florida,Ocala,1910 South Pine Avenue,Ocala,
412996,Louisiana,Shreveport,1500 block of Clanton Street,Shreveport,
412487,New York,Rochester,36 Woodward Street,Rochester,
412529,Minnesota,Minneapolis,1st Ave. and N. 5th St.,Minneapolis,
412539,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,Minneapolis,
412557,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,Charlotte,
409856,Illinois,Chicago,56th and Green,Chicago,
411888,Georgia,Berlin,,Berlin,
409732,Indiana,Gary,9300 block of Sunrise,Gary,
409601,Colorado,Denver,1909 Blake Street,Denver,
412040,Minnesota,Excelsior,20980 Channel Drive,Excelsior,
408449,North Carolina,Charlotte,6800 block of Fieldvale Place,Charlotte,
408276,Florida,Daytona Beach,300 block of Pearl Street,Daytona Beach,
409101,Nevada,Las Vegas,5000 block of Hollywood Boulevard,Las Vegas,
408256,Missouri,Columbia,1509 Ashley Street,Columbia,
404167,Tennessee,Memphis,3300 block of Sobota Circle,Memphis,
404238,Tennessee,Bristol,618 Henson Road,Bristol,
405133,Texas,Tyler,638 ENE Loop 323,Tyler,
403069,New York,Brooklyn,589 Flatbush Avenue,Brooklyn,
402623,Florida,Saint Augustine,S Bellagio Dr,,Saint Augustine
403669,California,Salinas,928 Blanco Circle,Salinas,
401884,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Ave N,,Minneapolis (Brooklyn Center)
402113,Illinois,Chicago,3025 W. Van Buren Ave,Chicago,
402051,Florida,West Palm Beach,800 block of 19th Street,West Palm Beach,
402108,Louisiana,New Orleans,Fern Street and Olive Street,New Orleans,
400091,California,Modesto,1100 block of Kansas Avenue,Modesto,
399564,New Mexico,Roswell,302 East Reed Street,Roswell,
399883,Florida,Orlando,FL-408 and N Pine Hills Rd,Orlando,
399212,North Carolina,Durham,2700 block of Hinson Drive,Durham,
399367,Ohio,Cincinnati,Mathis and Prentice,Cincinnati,
398361,New York,Rochester,500 Genesee St,Rochester,
395844,Texas,Fort Worth,3651 Sycamore School Rd,Fort Worth,
395757,Illinois,Chicago,5400 block of West Division Street,Chicago,
395718,South Carolina,Bennettsville,Highway 38N,Bennettsville,
395837,Pennsylvania,Pittsburgh,West Prospect Avenue,Pittsburgh,
395694,California,Los Angeles,57th Street and South Normandie Avenue,Los Angeles,
395549,South Carolina,Orangeburg,2868 Bamberg Road,Orangeburg,
392131,California,Long Beach,1700 block of East 10th Street,Long Beach,
391263,Mississippi,Forest,Poplar St,Forest,
391219,Michigan,Detroit,15200 block of Hazelridge,Detroit,
391014,Missouri,Kansas City,40th Street and Pennsylvania Avenue,Kansas City,
390914,North Carolina,Gastonia,4908 Greenwood Dr,Gastonia,
390774,Arkansas,Blytheville,833 Anderson Street,Blytheville,
390526,Texas,Houston,2211 Falling Oaks,Houston,
390050,Vermont,Barre,3182 Airport Rd,Barre,
389057,South Carolina,Columbia,1505 Garden Plaza,Columbia,
389149,Missouri,Saint Louis,2500 block of Semple,,Saint Louis
387194,New York,Brooklyn,98 Dwight Street,Brooklyn,
385779,New York,Brooklyn,Stanley Avenue and Crescent Street,Brooklyn,
386140,Maryland,Baltimore,2700 block of Garrison Avenue,Baltimore,
385824,Illinois,Chicago,4800 block of West Kamerling Avenue,Chicago,
386066,Georgia,Savannah,Barnard Street,Savannah,
401742,Illinois,Chicago,6700 block of South Winchester Avenue,Chicago,
386937,Florida,Orlando,5801 Shenandoah Way,Orlando,
384662,Pennsylvania,Pittsburgh,Brushton Avenue,Pittsburgh,
382459,Illinois,Rockford,900 block of Kent Street,Rockford,
381814,Missouri,Kansas City,Thompson and Colorado,Kansas City,
382170,Louisiana,New Orleans,Piety and Treasure street,New Orleans,
381433,Virginia,Hopewell,500 block of N. 7th Ave,Hopewell,
382413,Pennsylvania,Erie,200 block of W 29th St,Erie,
380162,Louisiana,Lafayette,3141 Johnson Street,Lafayette,
382230,Missouri,Saint Louis,Fair Ave and Ashland Ave,,Saint Louis
379166,Georgia,Suwanee,5500 block of Old Atlanta Road,Suwanee,
378452,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,Miami Gardens,
377878,New York,Bronx,E. 153rd St. and the Grand Concourse,Bronx,
377189,Virginia,Suffolk,100 block of North Capitol Street,Suffolk,
377047,Kentucky,Louisville,2928 W Kentucky St,Louisville,
377181,North Carolina,Rocky Mount,US-64 and E Raleigh Blvd,Rocky Mount,
378102,California,San Diego,200 block of South Bancroft Street,San Diego,
390936,California,Santa Paula,Ojai-Santa Paula St,Santa Paula,
376702,Oregon,Salem,1550 Weston Ct NE,Salem,
377423,Louisiana,Baton Rouge,300 block of Brice Street,Baton Rouge,
376211,Illinois,Chicago,4400 block of W. Maypole,Chicago,
376823,Washington,Washington,600 block of Edgewood St NE,Washington,
376203,Ohio,Cincinnati,3100 block of Sunshine Ave,Cincinnati,
375773,Texas,Dallas,2261 Singleton Blvd,Dallas,
375022,Tennessee,Chattanooga,4051 Amnicola Hwy,Chattanooga,
375322,Maryland,Baltimore,3500 block of West Garrison Boulevard,Baltimore,
375412,Ohio,Cleveland,700 block of Thornhill,Cleveland,
374630,South Carolina,Holly Hill,7050 Old State Rd,Holly Hill,
374602,Georgia,Atlanta,500 block of Center Hill Ave NW,Atlanta,
374965,Michigan,Detroit,9200 block of Memorial,Detroit,
374292,Missouri,Saint Louis,1100 block of Riverview,,Saint Louis
373993,California,Norwalk,11959 162nd Street,Norwalk,
373768,California,Stockton,400 block of McCloud Avenue,Stockton,
373095,Illinois,River Forest,116 Lathrop Ave,River Forest,
373063,New Jersey,Jersey City,Sip and Van Wagenen avenues,Jersey City,
370187,Ohio,Cleveland,East 162nd Street and Miles Avenue,Cleveland,
370474,Maryland,Baltimore,900 block of West Fayette Street,Baltimore,
369014,Louisiana,Shreveport,3500 block of Hearne Ave,Shreveport,
368732,Indiana,Fort Wayne,1400 block of McCulloch Street,Fort Wayne,
369196,New Jersey,East Orange,200 block of S. Clinton St,East Orange,
369410,Kentucky,Louisville,2500 block of West Broadway,Louisville,
368987,Massachusetts,Pittsfield,Dewey Avenue,Pittsfield,
368867,Washington,Washington,2600 block of Douglass Pl SE,Washington,
368995,New York,Syracuse,Bellevue and Rich Street,Syracuse,
369127,Texas,San Antonio,1100 block of West Avenue,San Antonio,
367780,Indiana,Indianapolis,500 block of Lynn St,Indianapolis,
366046,Florida,Opa Locka,13450 NW 30th Ave,,Opa Locka
367099,Illinois,Venice,1430 Broadway,Venice,
365391,Michigan,Detroit,Gratiot and Loretto,Detroit,
365399,Delaware,Harrington,100 block of East St,Harrington,
364872,Massachusetts,Taunton,Weir Street,Taunton,
364789,Michigan,Detroit,Stringham Court,Detroit,
364210,Louisiana,New Orleans,2588 Martin Luther King Jr Blvd,New Orleans,
363418,New York,New York (Manhattan),2110 Madison Ave,,New York (Manhattan)
361948,Pennsylvania,Philadelphia,700 block of East Hilton Street,Philadelphia,
361708,Kentucky,Lexington,726 Georgetown St,Lexington,
361198,Pennsylvania,Philadelphia,4100 block of Ogden St,Philadelphia,
360895,North Carolina,Morven,6066 Robinson Bridge Rd,Morven,
361212,Michigan,Detroit,Dexter and Webb,Detroit,
361014,Rhode Island,Woonsocket,80 River Street,Woonsocket,
359830,South Carolina,Charleston,110 Calhoun Street,Charleston,
359215,Florida,Miami Gardens,600 block of Northwest 177th Street,Miami Gardens,
358117,New York,Brooklyn,673 Flatbush Avenue,Brooklyn,
357597,New Jersey,Camden,2800 block of Mitchell Street,Camden,
357667,Oklahoma,Tulsa,1800 block of North Kingston,Tulsa,
357611,Missouri,Saint Louis,1400 block of North Market Street,,Saint Louis
357732,Georgia,Fayetteville,600 block of Highway 279,Fayetteville,
357590,Oklahoma,Oklahoma City,500 block of SE 69th St,Oklahoma City,
357770,Georgia,Milledgeville,451 North Flynn Street,Milledgeville,
357701,New York,Bronx,2409 Creston Avenue,Bronx,
357164,Ohio,Columbus,1623 E. Hudson Street,Columbus,
357220,Florida,Allapattah,24th Avenue and 36th Street,,Allapattah
356065,Connecticut,Bridgeport,468 Trumbull Ave,Bridgeport,
355883,Texas,Houston,3400 block of Burkett,Houston,
355644,California,Los Angeles,South Vermont Avenue and West 88th Street,Los Angeles,
355267,Missouri,Saint Louis,North Market Street and North Spring Avenue,,Saint Louis
353854,Montana,Deer Lodge,Boulder Creek Road,Deer Lodge,
353536,New York,Buffalo,100 block of Warren Avenue,Buffalo,
353037,Illinois,Chicago,100 block of North Lorel Avenue,Chicago,
353382,Iowa,Davenport,900 block of West 3rd St,Davenport,
352779,Louisiana,New Orleans,2100 block of Governor Nicholls Street,New Orleans,
351936,New York,Wyandanch,Davidson Street,Wyandanch,
350182,Georgia,Conyers,4669 Bell Road SE,Conyers,
350021,Maryland,Springdale,9222 Ardwick Ardmore Road,Springdale,
349976,Connecticut,New Haven,849 Chapel Street,New Haven,
349289,California,San Diego,4200 block of Market Street,San Diego,
348606,Nebraska,Omaha,84th and Q,Omaha,
348620,Illinois,Chicago,6200 block of South Honore Street,Chicago,
348673,Pennsylvania,Chester,2700 block of West 3rd Street,Chester,
